ID,kmeans_cluster2,kmeans_cluster3,kmeans_cluster4,kmeans_cluster5,kmeans_cluster6,kmeans_cluster7,kmeans_cluster8,kmeans_cluster9,kmeans_cluster10
143899,0,2,2,3,0,0,1,0,3
143900,0,2,2,3,0,0,1,7,7
143908,0,2,2,3,0,0,1,0,2
143909,1,0,1,2,1,1,4,2,1
143910,0,2,2,3,0,0,1,0,3
143911,0,2,2,3,0,0,1,0,3
143914,1,0,1,2,1,1,4,2,1
143915,1,0,1,2,1,6,2,1,9
143917,0,1,3,4,3,2,0,5,0
143919,0,2,2,0,0,0,5,4,8
143921,0,2,2,3,0,0,1,0,3
143923,0,2,2,3,0,0,1,0,3
143924,0,2,2,3,0,0,1,0,3
143925,0,1,3,4,2,3,6,3,6
143926,0,2,2,3,0,0,1,0,3
143927,1,0,1,2,1,1,4,2,1
143928,1,0,1,2,1,6,2,1,9
143930,0,2,2,0,0,0,5,4,8
143932,1,0,1,2,1,1,4,2,1
143934,0,2,2,3,0,0,1,0,3
143935,0,2,2,3,0,0,1,0,3
143936,1,0,1,2,1,1,4,2,1
143938,1,0,1,2,1,1,4,2,1
143939,0,2,2,3,0,0,1,7,7
143944,0,2,2,3,0,0,1,0,3
143945,0,2,2,3,0,0,1,0,3
143946,0,2,2,3,0,0,1,0,3
143947,0,2,2,3,0,0,1,0,2
143950,0,2,2,3,0,0,1,0,3
143951,1,0,1,2,1,1,4,2,1
143952,0,2,0,1,4,5,3,8,5
143953,1,0,1,2,1,1,4,2,1
143957,0,1,3,4,3,2,0,5,2
143959,1,0,0,0,4,6,2,1,9
143963,0,2,2,3,0,0,1,0,2
143964,1,0,1,2,1,6,2,1,9
143966,0,2,2,3,0,0,1,0,3
143967,0,2,2,3,3,2,0,5,0
143969,0,2,2,3,0,0,1,0,3
143970,0,2,2,3,0,0,1,0,3
143971,0,2,2,3,0,0,1,0,3
143974,1,0,1,2,1,1,4,2,1
143975,0,2,2,3,0,0,1,0,3
143976,0,2,2,3,0,0,1,0,3
143978,0,2,2,3,0,0,1,0,3
143980,0,2,2,3,0,0,1,0,3
143983,1,0,1,2,1,1,4,2,1
143984,0,2,2,3,0,0,1,0,2
143986,0,2,2,3,0,0,1,7,7
143988,0,1,3,4,3,2,0,5,0
143993,0,1,3,4,3,2,0,5,0
143994,0,2,2,3,0,0,1,7,7
143997,1,0,1,2,1,1,4,2,1
143998,0,2,2,3,0,0,1,0,2
143999,1,0,1,2,1,1,4,2,1
144000,1,0,1,2,1,1,4,2,1
144004,1,0,1,2,1,1,4,2,1
144005,0,2,2,0,0,6,5,4,8
144006,0,1,3,4,3,2,0,5,0
144007,1,0,1,2,1,1,4,2,1
144011,0,2,2,3,0,0,1,0,3
144020,0,2,2,3,0,0,1,0,3
144021,0,2,2,3,0,0,1,0,2
144025,1,0,1,2,1,6,2,1,9
144026,1,0,1,2,1,1,4,2,1
144027,1,0,1,2,1,1,4,2,1
144030,0,1,3,4,3,2,0,5,0
144032,1,0,1,2,1,1,4,2,1
144037,0,2,2,0,0,6,5,4,8
144038,1,0,1,2,1,1,4,2,1
144043,0,1,3,3,3,2,0,5,2
144044,0,2,2,3,0,0,1,0,3
144047,0,2,2,3,0,0,1,0,3
144050,0,2,2,0,0,0,5,4,8
144053,0,2,0,1,4,5,3,8,5
144054,0,2,2,3,0,0,1,0,3
144057,0,2,2,0,0,0,5,4,8
144058,0,2,2,3,0,0,1,0,3
144059,0,2,2,3,0,0,1,0,3
144061,0,2,2,3,0,0,1,0,3
144062,0,2,0,1,4,5,3,8,5
144063,1,0,1,2,1,6,2,1,9
144065,0,2,2,3,0,0,1,0,3
144068,1,0,1,2,1,1,4,2,1
144069,0,2,2,3,0,0,1,7,7
144070,0,2,2,3,0,0,1,0,2
144072,0,2,2,3,0,0,1,0,3
144076,0,2,2,3,0,0,1,7,7
144079,0,2,2,3,0,0,1,0,3
144081,0,2,2,3,0,0,1,0,3
144088,0,1,3,4,3,2,0,5,0
144096,0,2,2,3,0,0,1,0,3
144098,0,2,0,1,4,5,3,8,5
144100,0,2,2,3,0,0,1,0,3
144101,0,2,2,3,0,0,1,0,3
144105,0,2,2,3,0,0,1,0,2
144107,0,2,2,3,0,0,1,0,3
144108,0,2,2,3,0,0,1,0,2
144110,0,2,2,3,0,0,1,0,3
144112,0,2,2,3,0,0,1,7,7
144113,1,0,1,2,1,1,4,2,1
144115,1,0,1,2,1,1,4,2,1
144121,0,2,2,0,0,0,5,4,8
144122,0,2,0,1,5,4,7,6,4
144127,0,2,2,0,0,6,5,4,8
144129,1,0,1,2,1,6,2,1,9
144131,0,2,2,3,0,0,1,0,3
144132,0,2,2,3,0,0,1,0,3
144135,1,0,1,2,1,1,4,2,1
144137,0,2,2,3,0,0,1,0,3
144141,0,2,2,3,0,0,1,0,3
144142,0,2,2,3,0,0,1,0,3
144144,1,0,1,2,1,1,4,2,1
144145,1,0,1,2,1,6,2,1,9
144146,0,2,2,3,0,0,1,0,3
144147,0,2,2,0,0,6,5,4,8
144148,0,2,0,1,4,5,3,8,5
144149,0,2,2,3,0,0,1,0,2
144150,1,0,1,2,1,6,2,1,9
144152,0,2,2,3,0,0,1,0,3
144157,1,0,1,2,1,1,4,2,1
144158,0,2,2,3,0,0,1,0,3
144159,0,2,2,3,0,0,1,0,2
144161,0,2,0,1,4,5,3,8,5
144165,0,2,0,1,5,4,7,6,4
144168,1,0,1,2,1,1,4,2,1
144174,1,0,0,0,4,6,2,1,9
144178,1,0,1,2,1,1,4,2,1
144179,0,2,2,0,0,0,5,4,8
144180,1,0,1,2,1,1,4,2,1
144181,0,2,2,3,0,0,1,0,3
144183,0,1,3,4,3,2,0,5,0
144187,0,2,0,1,5,4,7,6,4
144188,0,2,2,3,0,0,1,7,7
144193,1,0,1,2,1,1,4,2,1
144202,0,2,2,3,0,0,1,7,7
144203,0,2,2,0,0,0,5,4,8
144205,0,1,3,4,3,2,0,5,2
144208,1,0,1,2,1,1,4,2,1
144214,0,2,2,3,0,0,1,0,3
144215,0,2,2,3,0,0,1,0,3
144217,0,2,2,3,0,0,1,0,2
144219,1,0,1,2,1,1,4,2,1
144220,0,2,2,3,0,0,1,0,2
144222,0,1,3,4,3,2,0,5,0
144224,0,2,2,3,0,0,1,7,7
144225,0,2,2,3,0,0,1,0,3
144226,0,2,0,1,4,5,3,8,5
144227,0,2,2,3,0,0,1,0,3
144229,0,2,2,3,0,0,1,7,7
144230,1,0,1,2,1,1,4,2,1
144232,0,2,2,3,0,0,1,0,3
144234,0,2,0,1,5,4,7,6,4
144239,0,1,3,4,3,2,0,5,0
144240,0,2,2,3,0,0,1,7,7
144242,0,1,3,4,2,3,6,3,6
144245,0,2,2,3,0,0,1,0,3
144247,1,0,1,2,1,6,2,1,9
144248,0,2,2,0,0,0,5,4,8
144251,0,2,2,3,0,0,1,0,3
144255,1,0,1,2,1,1,4,2,1
144257,0,2,2,3,0,0,1,7,7
144258,0,2,2,3,0,0,1,0,3
144261,0,2,2,3,0,0,1,0,3
144262,0,2,2,0,0,0,5,4,8
144264,0,2,2,3,0,0,1,0,3
144265,0,2,2,3,0,0,1,0,3
144267,0,2,2,3,0,0,1,0,2
144270,0,2,0,1,5,4,7,6,4
144271,0,2,2,0,0,0,5,4,8
144272,0,2,2,3,0,0,1,0,3
144273,0,2,0,1,4,5,3,8,5
144274,0,2,2,3,0,0,1,0,3
144275,1,0,1,2,1,1,4,2,1
144280,0,2,2,3,0,0,1,0,3
144281,0,2,2,3,0,0,1,0,2
144282,0,2,2,3,0,0,1,0,2
144284,0,2,2,3,0,0,1,0,3
144285,0,2,2,3,0,0,1,7,7
144287,0,2,2,3,0,0,1,0,3
144292,0,2,2,3,0,0,1,7,7
144293,1,0,1,2,1,1,4,2,1
144295,0,1,3,4,3,2,0,5,0
144297,0,2,2,3,0,0,1,0,3
144299,0,2,2,3,0,0,1,7,7
144300,1,0,1,2,1,1,4,2,1
144301,1,0,1,2,1,6,2,1,9
144306,0,2,2,3,0,0,1,0,3
144307,0,2,0,1,5,4,7,6,4
144311,0,2,2,3,0,0,1,0,3
144315,0,2,2,0,0,0,5,4,8
144316,0,2,2,3,0,0,1,7,7
144319,0,2,2,3,0,0,1,0,3
144320,0,2,2,3,0,0,1,0,2
144322,0,2,0,1,4,5,3,8,5
144323,1,0,1,2,1,1,4,2,1
144324,0,2,0,1,4,5,3,8,5
144325,0,2,2,3,0,0,1,7,7
144326,1,0,1,2,1,6,2,1,9
144329,0,2,2,3,0,0,1,0,3
144330,0,2,2,3,0,0,1,7,7
144331,0,2,2,3,0,0,1,0,3
144332,0,2,2,3,0,0,1,0,3
144334,0,2,2,3,0,0,1,0,2
144335,0,2,2,3,0,0,1,0,3
144337,1,0,1,2,1,1,4,2,1
144338,1,0,1,2,1,6,2,1,9
144339,1,0,1,2,1,6,2,1,9
144340,0,2,2,3,0,0,1,0,3
144341,1,0,1,2,1,1,4,2,1
144342,0,2,2,3,0,0,1,0,3
144343,1,0,1,2,1,1,4,2,1
144344,0,2,2,3,0,0,1,0,3
144347,1,0,1,2,1,1,4,2,1
144353,0,2,0,1,4,5,3,8,5
144354,1,0,1,2,1,1,4,2,1
144355,0,2,2,3,0,0,1,0,3
144362,0,1,3,4,3,2,0,5,0
144364,0,2,0,1,5,4,7,6,4
144365,0,2,2,3,0,0,1,0,3
144366,0,2,2,3,0,0,1,0,3
144367,0,2,2,3,0,0,1,0,3
144368,0,2,2,3,0,0,1,7,7
144373,1,0,1,0,4,6,2,1,9
144374,0,2,2,3,0,0,1,0,3
144375,1,0,1,2,1,1,4,2,1
144376,1,0,1,2,1,6,2,1,9
144377,0,2,2,3,0,0,1,0,3
144379,1,0,1,2,1,1,4,2,1
144383,0,2,2,3,0,0,1,7,7
144384,0,2,2,3,0,0,1,0,3
144385,1,0,1,2,1,1,4,2,1
144386,0,1,3,4,3,2,0,5,0
144388,0,2,2,3,0,0,1,0,3
144389,0,2,2,3,0,0,1,0,3
144390,0,2,2,3,0,0,1,0,2
144392,0,2,2,3,0,0,1,7,7
144396,0,2,2,3,0,0,1,0,3
144398,1,0,1,2,1,6,2,1,9
144401,0,2,2,3,0,0,1,7,7
144402,1,0,1,2,1,1,4,2,1
144406,0,2,2,3,0,0,1,7,7
144409,0,2,0,1,5,4,7,6,4
144411,0,2,2,3,0,0,1,0,3
144412,0,1,3,4,3,2,0,5,0
144414,0,2,2,3,0,0,1,0,3
144415,0,2,2,3,0,0,1,0,2
144416,0,1,3,4,3,2,0,5,0
144422,0,2,2,3,0,0,1,0,3
144424,1,0,1,2,1,1,4,2,1
144428,1,0,1,2,1,1,4,2,1
144431,0,2,2,3,0,0,1,7,7
144434,0,2,2,3,0,0,1,7,7
144436,0,2,2,3,0,0,1,0,2
144438,0,2,2,3,0,0,1,0,3
144439,0,2,2,3,0,0,1,0,3
144442,0,1,3,4,3,2,0,5,0
144443,1,0,1,2,1,6,2,1,9
144444,1,0,1,2,1,1,4,2,1
144445,0,2,1,2,1,1,4,2,1
144447,0,2,2,0,0,0,5,4,8
144456,0,2,2,3,0,0,1,7,7
144457,1,0,1,2,1,1,4,2,1
144458,1,0,1,2,1,1,4,2,1
144459,1,0,1,2,1,1,4,2,1
144460,0,1,3,4,3,2,0,5,2
144462,1,0,1,2,1,1,4,2,1
144463,0,2,2,3,0,0,1,0,3
144467,1,0,1,2,1,1,4,2,1
144468,0,2,2,3,0,0,1,7,7
144470,0,2,2,3,0,0,1,0,3
144473,0,2,2,3,0,0,1,0,3
144475,1,0,1,2,1,6,2,1,9
144477,0,2,0,1,5,4,7,6,4
144479,0,2,2,3,0,0,1,0,3
144480,0,2,2,3,0,0,1,0,3
144481,0,2,2,3,0,0,1,0,3
144482,0,2,2,3,0,0,1,7,7
144486,0,2,2,3,0,0,1,0,2
144487,0,2,0,1,4,5,3,8,5
144488,0,2,2,3,2,3,6,3,3
144489,0,2,2,3,0,0,1,0,2
144490,0,2,2,3,0,0,1,0,3
144491,0,1,3,4,3,2,0,5,0
144492,0,2,2,3,0,0,1,0,3
144494,0,2,2,3,0,0,1,0,3
144498,0,2,2,0,0,0,5,4,8
144501,1,0,1,2,1,1,4,2,1
144502,0,2,2,3,0,0,1,0,2
144505,0,2,2,3,0,0,1,0,2
144507,1,0,1,2,1,1,4,2,1
144514,0,2,2,3,0,0,1,0,3
144515,0,2,2,3,0,0,1,0,3
144517,0,2,2,3,0,0,1,0,2
144519,0,2,2,3,0,0,1,7,7
144520,1,0,1,2,1,6,2,1,9
144523,0,2,2,3,0,0,1,0,3
144524,0,2,2,0,0,0,5,4,8
144526,1,0,1,2,1,1,4,2,1
144527,0,1,3,4,3,2,0,5,0
144528,0,2,2,3,0,0,1,7,7
144529,1,0,1,2,1,1,4,2,1
144530,0,1,3,4,3,2,0,5,0
144532,1,0,1,2,1,1,4,2,1
144535,0,2,2,3,0,0,1,0,3
144538,1,0,1,2,1,1,4,2,1
144539,1,0,1,2,1,6,2,1,9
144540,0,2,0,1,4,5,3,8,5
144543,0,1,3,4,3,2,0,5,0
144544,1,0,1,2,1,1,4,2,1
144545,0,2,2,3,0,0,1,0,3
144546,0,2,2,3,0,0,1,0,3
144547,0,2,2,0,0,0,5,4,8
144548,1,0,1,2,1,1,4,2,1
144550,0,2,2,3,0,0,1,0,3
144551,0,1,3,4,3,2,0,5,0
144552,0,2,2,3,0,0,1,0,3
144558,0,2,2,3,0,0,1,0,2
144560,0,1,3,4,3,2,0,5,0
144562,1,0,1,2,1,6,2,1,9
144566,0,2,2,3,0,0,1,7,7
144567,0,2,0,1,5,4,7,6,4
144570,1,0,1,2,1,1,4,2,1
144571,1,0,1,2,1,1,4,2,1
144572,0,2,2,3,0,0,1,0,2
144575,0,2,0,1,5,4,7,6,4
144576,0,2,2,3,0,0,1,0,2
144577,1,0,1,2,1,1,4,2,1
144579,0,2,2,3,0,0,1,0,3
144581,0,2,2,3,0,0,1,0,3
144585,0,2,0,1,4,5,3,8,5
144588,1,0,1,2,1,1,4,2,1
144589,1,0,1,2,1,1,4,2,1
144591,0,2,2,3,0,0,1,0,3
144594,0,2,2,3,0,0,1,0,3
144596,0,2,0,1,4,5,3,8,5
144597,0,2,2,3,0,0,1,0,3
144605,0,2,2,3,0,0,1,0,3
144612,0,2,2,3,0,0,1,7,7
144616,0,1,3,4,3,2,0,5,0
144617,0,2,2,3,0,0,1,0,3
144618,0,2,2,3,0,0,1,7,7
144619,0,2,2,3,0,0,1,7,7
144620,0,2,2,3,0,0,1,0,3
144621,1,0,1,2,1,1,4,2,1
144622,0,2,2,3,0,0,1,0,3
144623,0,2,2,3,0,0,1,0,3
144625,1,0,1,2,1,1,4,2,1
144627,0,2,2,3,0,0,1,0,2
144631,0,2,2,3,0,0,1,0,3
144635,1,0,1,2,1,6,2,1,9
144636,1,0,1,2,1,1,4,2,1
144638,0,2,2,0,0,0,5,4,8
144639,0,2,2,3,0,0,1,0,3
144643,0,2,2,3,0,0,1,0,3
144646,0,1,3,4,3,2,0,5,0
144648,1,0,1,2,1,1,4,2,1
144649,0,2,2,3,0,0,1,0,3
144650,0,2,2,3,0,0,1,0,3
144654,1,0,1,2,1,1,4,2,1
144655,0,2,2,0,0,6,5,4,8
144658,0,2,0,1,5,4,7,6,4
144659,1,0,1,2,1,1,4,2,1
144661,1,0,1,2,1,6,2,1,9
144665,0,2,2,3,0,0,1,0,3
144666,0,2,2,3,0,0,1,7,7
144667,0,2,2,3,0,0,1,0,3
144668,1,0,1,2,1,1,4,2,1
144670,0,2,2,3,0,0,1,0,3
144671,0,2,0,1,4,5,3,8,5
144674,1,0,1,2,1,1,4,2,1
144676,0,2,0,1,4,5,3,8,5
144677,0,2,2,3,0,0,1,0,2
144678,1,0,1,2,1,1,4,2,1
144679,0,2,0,1,4,5,3,8,5
144680,0,1,3,4,3,2,0,5,0
144681,0,2,2,3,0,0,1,7,7
144682,0,1,3,4,3,2,0,5,0
144684,1,0,1,2,1,1,4,2,1
144685,0,2,2,3,0,0,1,0,3
144686,0,2,2,3,0,0,1,0,3
144689,1,0,1,2,1,1,4,2,1
144690,0,2,2,3,0,0,1,0,3
144691,1,0,1,2,1,1,4,2,1
144692,0,1,3,4,3,2,0,5,0
144693,1,0,1,2,1,1,4,2,1
144696,0,2,2,3,0,0,1,0,3
144698,0,2,2,3,0,0,1,0,3
144699,0,2,2,3,0,0,1,0,3
144701,0,2,2,3,0,0,1,0,3
144705,0,1,3,4,3,2,0,5,0
144707,0,1,3,4,2,3,6,3,6
144709,0,2,0,1,4,5,3,8,5
144710,0,2,2,3,0,0,1,0,2
144712,0,2,2,3,0,0,1,0,3
144716,1,0,1,2,1,1,4,2,1
144718,1,0,1,2,1,1,4,2,1
144721,0,2,0,1,5,4,7,6,4
144723,1,0,1,2,1,1,4,2,1
144726,0,2,2,3,0,0,1,7,7
144727,0,2,2,3,0,0,1,7,7
144728,0,1,3,4,3,2,0,5,0
144730,1,0,1,2,1,1,4,2,1
144732,0,2,2,3,0,0,1,0,3
144736,1,0,1,2,1,1,4,2,1
144737,0,2,2,3,0,0,1,0,2
144741,0,1,3,4,3,2,0,5,0
144743,1,0,1,2,1,1,4,2,1
144744,1,0,1,2,1,1,4,2,1
144745,1,0,1,2,1,1,4,2,1
144746,0,2,2,3,0,0,1,0,3
144747,0,2,0,1,5,4,7,6,4
144749,1,0,1,2,1,1,4,2,1
144750,0,2,2,3,0,0,1,7,7
144752,1,0,1,2,1,6,2,1,9
144754,0,2,2,3,0,0,1,0,3
144756,1,0,1,2,1,1,4,2,1
144757,0,2,2,3,0,0,1,7,7
144760,0,2,2,3,0,0,1,0,2
144761,0,2,2,3,0,0,1,7,7
144762,0,2,2,3,0,0,1,0,2
144763,0,2,0,1,5,4,7,6,4
144766,0,2,2,3,0,0,1,0,3
144767,0,2,2,3,0,0,1,7,7
144768,0,2,2,3,0,0,1,0,3
144769,0,2,2,3,0,0,1,7,7
144772,0,2,2,3,0,0,1,0,3
144775,0,2,2,3,0,0,1,0,2
144777,0,2,2,3,0,0,1,0,2
144778,1,0,1,2,1,6,2,1,9
144779,0,2,2,3,0,0,1,0,3
144781,0,2,2,3,0,0,1,0,3
144783,0,1,3,4,2,3,6,3,6
144784,0,2,2,3,0,0,1,0,3
144787,0,2,2,3,0,0,1,0,3
144789,0,2,2,3,0,0,1,7,7
144791,0,1,3,4,2,3,6,3,6
144794,0,2,2,3,0,1,1,0,2
144795,0,2,2,3,0,0,1,7,7
144797,0,1,3,4,3,2,0,5,0
144799,0,2,2,3,0,0,1,0,3
144800,0,2,0,1,5,4,7,6,4
144801,0,2,2,3,0,0,1,0,3
144802,0,2,2,3,0,0,1,0,3
144803,0,2,0,1,5,4,7,6,4
144804,0,2,2,3,0,0,1,0,3
144805,0,2,2,3,0,0,1,0,3
144806,0,2,2,3,0,0,1,7,7
144808,0,2,2,3,0,0,1,0,3
144809,1,0,1,2,1,1,4,2,1
144810,0,2,2,3,0,0,1,0,2
144811,1,0,1,2,1,1,4,2,1
144814,0,2,2,3,0,0,1,0,3
144817,1,0,1,2,1,1,4,2,1
144820,0,2,2,3,0,0,1,7,7
144821,0,2,2,3,0,0,1,0,3
144823,0,2,2,3,0,0,1,0,2
144824,0,2,2,3,0,0,1,0,3
144830,0,1,3,4,2,3,6,3,6
144831,1,0,1,2,1,1,4,2,1
144832,0,2,0,1,4,5,3,8,5
144833,0,2,2,3,0,0,1,0,2
144834,1,0,1,2,1,1,4,2,1
144835,0,2,2,3,0,0,1,0,3
144838,0,2,2,3,0,0,1,0,3
144839,0,1,3,4,3,2,0,5,0
144842,0,2,2,3,0,0,1,0,2
144843,0,1,3,4,3,2,0,5,0
144845,1,0,1,2,1,1,4,2,1
144847,0,2,2,3,0,0,1,0,3
144850,0,2,2,3,0,0,1,0,3
144855,0,1,3,4,3,2,0,5,0
144858,0,2,2,0,0,0,5,4,8
144862,0,2,2,3,0,0,1,7,7
144865,0,2,2,3,0,0,1,7,7
144866,1,0,1,2,1,6,2,1,9
144868,1,0,1,0,1,6,2,1,9
144869,0,2,2,3,0,0,1,7,7
144870,0,2,2,3,0,0,1,7,7
144876,0,1,3,4,3,2,0,5,0
144878,0,2,2,3,0,0,1,0,3
144879,0,1,3,4,3,2,0,5,0
144880,0,2,2,3,0,0,1,0,3
144882,0,2,0,1,5,4,7,6,4
144885,0,2,2,3,0,0,1,0,2
144886,0,2,2,3,0,0,1,0,3
144887,0,2,2,0,0,6,5,4,8
144890,0,2,2,3,0,0,1,0,2
144893,0,1,3,4,2,3,6,3,6
144896,1,0,1,2,1,6,2,1,9
144897,1,0,1,2,1,1,4,2,1
144899,1,0,1,2,1,1,4,2,1
144907,0,2,2,3,0,0,1,0,3
144909,0,2,2,3,0,0,1,0,3
144911,1,0,1,2,1,1,4,2,1
144912,0,2,2,3,0,0,1,0,3
144914,0,2,2,3,0,0,1,0,3
144916,0,2,0,1,0,0,1,0,3
144918,0,2,2,3,0,0,1,0,3
144921,0,2,2,0,0,6,5,4,8
144923,1,0,1,2,1,1,4,2,1
144924,0,2,2,0,0,0,5,4,8
144925,0,1,3,4,2,3,6,3,6
144929,0,2,2,3,0,0,1,0,3
144930,0,2,2,3,0,0,1,7,7
144931,1,0,1,2,1,1,4,2,1
144935,0,2,0,1,5,4,7,6,4
144939,0,2,2,3,0,0,1,0,3
144940,1,0,1,2,1,6,2,1,9
144942,0,2,2,3,0,0,1,0,3
144943,1,0,1,2,1,6,2,1,9
144946,1,0,1,2,1,1,4,2,1
144947,1,0,1,2,1,6,2,1,9
144948,0,2,2,3,0,0,1,0,2
144949,0,2,2,3,0,0,1,0,2
144952,1,0,1,2,1,1,4,2,1
144953,0,2,2,0,0,0,5,4,8
144954,1,0,1,2,1,1,4,2,1
144956,0,2,0,1,5,4,7,6,4
144958,0,2,2,3,0,0,1,0,3
144959,0,2,0,1,5,4,7,6,4
144960,0,2,2,3,0,0,1,0,3
144966,0,1,3,4,3,2,0,5,0
144967,1,0,1,2,1,6,2,1,9
144968,0,2,2,3,0,0,1,0,3
144971,1,0,1,2,1,6,2,1,9
144972,1,0,1,2,1,1,4,2,1
144974,0,2,2,3,0,0,1,0,3
144977,0,2,2,3,0,0,1,0,3
144979,1,0,1,2,1,1,4,2,1
144980,0,2,2,3,0,0,1,7,7
144984,0,2,2,3,0,0,1,0,2
144986,0,2,2,3,0,0,1,0,3
144987,1,0,1,2,1,1,4,2,1
144990,0,2,2,3,0,0,1,7,7
144991,1,0,1,2,1,1,4,2,1
144993,1,0,1,2,1,1,4,2,1
144994,0,2,0,1,4,5,3,8,5
144995,0,2,2,3,0,0,1,7,7
144996,1,0,1,2,1,1,4,2,1
144999,0,2,2,3,0,0,1,7,7
145000,0,2,2,3,0,0,1,0,3
145002,0,2,2,3,0,0,1,7,7
145003,0,2,2,0,0,0,5,4,8
145004,1,0,1,2,1,1,4,2,1
145005,0,2,2,3,0,0,1,0,3
145007,1,0,1,2,1,1,4,2,1
145008,1,0,1,2,1,1,4,2,1
145009,0,2,2,3,0,0,1,0,3
145012,0,2,2,3,0,0,1,0,3
145015,0,2,2,3,0,0,1,7,7
145016,1,0,1,2,1,1,4,2,1
145017,0,2,2,3,0,0,1,0,3
145021,0,2,2,3,0,0,1,0,3
145023,1,0,1,2,1,1,4,2,1
145028,0,2,2,3,0,0,1,0,2
145029,0,2,2,3,0,0,1,0,3
145030,0,2,2,3,0,0,1,7,7
145034,0,2,2,3,0,0,1,0,3
145038,0,2,0,1,4,5,3,8,5
145039,0,2,2,3,0,0,1,0,3
145042,0,1,3,4,2,3,6,3,6
145043,0,2,2,3,0,0,1,0,3
145045,0,2,2,3,0,0,1,0,3
145047,0,2,2,3,2,3,6,3,2
145049,0,1,3,4,3,2,0,5,0
145050,1,0,1,2,1,6,2,1,9
145052,0,2,2,3,0,0,1,7,7
145055,0,2,2,3,0,0,1,0,3
145056,1,0,1,2,1,1,4,2,1
145058,0,2,2,3,0,0,1,0,2
145059,1,0,1,2,1,1,4,2,1
145060,0,2,2,3,0,0,1,0,3
145062,0,2,2,0,0,0,5,4,8
145065,0,2,2,3,0,0,1,0,3
145066,0,1,3,4,3,2,0,5,2
145067,0,2,2,3,0,0,1,0,3
145068,0,2,0,1,4,5,3,8,5
145070,0,2,2,3,0,0,1,0,2
145076,0,2,2,3,0,0,1,0,3
145077,1,0,1,2,1,1,4,2,1
145080,0,2,2,3,0,0,1,0,2
145088,0,2,2,3,0,0,1,0,3
145089,0,2,2,3,0,0,1,0,3
145094,1,0,1,2,1,6,2,1,9
145098,1,0,1,2,1,1,4,2,1
145100,1,0,0,0,4,6,2,1,9
145102,0,2,2,3,0,0,1,7,7
145103,0,2,2,3,0,0,1,0,3
145104,1,0,1,2,1,1,4,2,1
145105,0,2,2,3,0,0,1,0,3
145106,0,2,2,3,0,0,1,0,3
145108,0,2,2,3,0,0,1,0,3
145114,0,2,2,3,0,0,1,7,7
145115,1,0,1,2,1,1,4,2,1
145116,0,2,2,3,0,0,1,7,7
145117,0,2,0,1,4,5,3,8,5
145119,1,0,1,2,1,6,2,1,9
145120,0,2,2,3,0,0,1,7,7
145121,0,2,2,0,0,0,5,4,8
145122,1,0,1,2,1,1,4,2,1
145124,0,2,2,0,0,0,5,4,8
145128,0,2,2,3,0,0,1,0,3
145132,1,0,1,2,1,6,2,1,9
145133,1,0,1,2,1,1,4,2,1
145135,1,0,1,2,1,1,4,2,1
145137,0,2,2,3,0,0,1,7,7
145139,0,2,2,3,0,0,1,0,2
145144,0,2,2,3,0,0,1,7,7
145145,0,2,2,3,0,0,1,0,3
145146,1,0,1,2,1,1,4,2,1
145147,0,2,2,3,0,0,1,7,7
145149,0,2,0,1,4,5,3,8,5
145154,1,0,1,2,1,1,4,2,1
145155,0,2,2,3,0,0,1,0,3
145157,0,2,2,3,0,0,1,0,3
145158,1,0,1,2,1,1,4,2,1
145164,0,2,2,3,0,0,1,0,3
145167,1,0,1,2,1,1,4,2,1
145168,1,0,1,2,1,1,4,2,1
145169,0,2,2,3,0,0,1,7,7
145170,0,2,2,3,0,0,1,0,3
145172,1,0,1,2,1,6,2,1,9
145174,1,0,1,2,1,6,2,1,9
145176,0,2,0,1,4,5,3,8,5
145177,0,2,2,3,0,0,1,0,3
145180,0,1,3,4,3,2,0,5,0
145181,0,2,2,3,0,0,1,0,3
145182,0,2,2,3,0,0,1,0,2
145183,1,0,1,2,1,1,4,2,1
145184,1,0,1,2,1,1,4,2,1
145185,1,0,1,2,1,1,4,2,1
145187,1,0,1,2,1,1,4,2,1
145189,0,2,0,1,4,5,3,8,5
145193,1,0,1,2,1,6,2,1,9
145194,1,0,1,2,1,1,4,2,1
145195,1,0,1,2,1,1,4,2,1
145197,0,2,2,3,0,0,1,0,3
145198,1,0,1,2,1,1,4,2,1
145199,0,2,2,3,0,0,1,0,3
145201,0,2,2,3,0,0,1,7,7
145202,0,2,2,3,0,0,1,7,7
145203,1,0,1,2,1,1,4,2,1
145205,1,0,1,2,1,6,2,1,9
145206,0,2,2,3,0,0,1,7,7
145207,0,2,2,0,0,0,5,4,8
145209,0,2,2,3,0,0,1,0,2
145213,0,2,2,3,0,0,1,0,3
145215,0,2,2,3,0,0,1,7,7
145216,1,0,1,2,1,1,4,2,1
145217,1,0,1,2,1,6,2,1,9
145218,0,2,2,3,0,0,1,7,7
145219,1,0,1,2,1,6,2,1,9
145221,0,2,2,3,0,0,1,0,3
145226,1,0,1,2,1,1,4,2,1
145229,1,0,1,2,1,6,2,1,9
145230,1,0,1,2,1,1,4,2,1
145231,0,2,2,3,0,0,1,0,3
145235,1,0,1,2,1,1,4,2,1
145237,0,2,2,3,0,0,1,0,3
145241,0,2,2,3,0,0,1,0,3
145244,0,2,2,3,0,0,1,0,3
